"i","Seed","R12","R15","R12R15","R12R23","R12R25","R15R52","R12R25R23","R15R52R23","R12R15R54","R15R52R54","R12R15R23R34","R12R15R23R54","R12R25R23R34","R12R25R23R54","R15R52R23R54","R15R54","R12R23R34","R12R25R54","R15R52R23R34"
10,0.25735054495004234,0.13354534892474057,0.13555648676981155,0.04628892182300726,0.03930924099947357,0.02814258403022401,0.018146337792783254,0.010274149454971092,0.013782060997822808,0.0035079115428517157,0.033671214455545814,0.013571492344480593,0.006339674094550967,0.006339674094550967,0.004700756779856678,0.004700756779856678,0.0016389173146942897,0.19251788154752067,0.028877405877455516,0.020099722111065216,0.0016389173146942897
11,0.22468682193715234,0.12502205968695188,0.1249062007370002,0.046617876462162006,0.03949783191896072,0.028487770069660634,0.018130106392501368,0.011268060470720244,0.015084573885175189,0.003816513414454945,0.0406145527289969,0.01629344301339808,0.008406983244224387,0.008406983244224387,0.0062418791981023415,0.0062418791981023415,0.002165104046122047,0.2128513545629924,0.03477379202737655,0.024321109715598817,0.002165104046122047
12,0.1961688791528215,0.11610590050734024,0.11423114010095609,0.04612714326463315,0.03900002841574193,0.028329124788334586,0.017798018476298565,0.011999116680676753,0.016030434050232818,0.004031317369556064,0.047607234198321205,0.019012958972273283,0.010669669327000666,0.010669669327000666,0.007932088268710377,0.007932088268710377,0.0027375810582902886,0.23158728467354245,0.04069846681522066,0.028594275226047912,0.0027375810582902886
13,0.17127052141419416,0.1071048032542954,0.10382352308264295,0.044980765258486384,0.03795796384985697,0.027760366736326314,0.01722039852216007,0.012474067456385917,0.016630841000797557,0.004156773544411637,0.054526305688016176,0.02168266174371807,0.013074234434535589,0.013074234434535589,0.00973195577081189,0.00973195577081189,0.003342278663723698,0.24872195568868583,0.04654847107758195,0.0328436439442981,0.003342278663723698
14,0.1495323398500849,0.09824245430484337,0.09387777317934752,0.043330038930521,0.03650133313146488,0.026869524383367663,0.016460514547153342,0.012711772917187465,0.016913044287437617,0.004201271370250151,0.06127342047678913,0.02426572152204208,0.015568860584655222,0.015568860584655222,0.011603065889269779,0.011603065889269779,0.003965794695385444,0.2642954841510823,0.05224216565506049,0.037007698954747044,0.003965794695385444
15,0.1305532351768049,0.0896768905620776,0.08451567972438272,0.04130923608177637,0.03474418392146191,0.025736004112352107,0.015573231969424266,0.012738522027357044,0.01691395057756865,0.0041754285502116064,0.06777292631636728,0.026734798704115083,0.018105817227770864,0.018105817227770864,0.013509831826847899,0.013509831826847899,0.004595985400922966,0.2783771501279844,0.05771736562478022,0.041038127612252194,0.004595985400922966
16,0.11398301686590273,0.08151535212776045,0.07580568787911807,0.039033972883212045,0.03278390473325225,0.024429247715176763,0.014604725168035288,0.012584374923649434,0.01667516730650438,0.004090792382854944,0.07396931172863373,0.029070783499528723,0.02064290981440616,0.02064290981440616,0.015420610130951456,0.015420610130951456,0.0052222996834547075,0.29105450208664185,0.06292899321299951,0.04489852822910501,0.0052222996834547075
17,0.09951594164830738,0.07382610878612754,0.06777762536137347,0.0366012672272509,0.030701579959521226,0.023008434585650012,0.01359283264160089,0.012280451261855473,0.01623936031745658,0.003958909055601107,0.07982440766111554,0.031261492274734015,0.023144184910381817,0.023144184910381817,0.01730826636949887,0.01730826636949887,0.005835918540882949,0.30242535526850955,0.06784657892298734,0.04856291538638153,0.005835918540882949
18,0.08688507213140682,0.06664784407441911,0.06043388922652171,0.03409061630126703,0.028563143128600484,0.021522842243185136,0.012567774058081894,0.011857027475198643,0.015647726262239484,0.0037906987870408417,0.08531459774520317,0.03330041717097415,0.025580088958000305,0.025580088958000305,0.019150334058777193,0.019150334058777193,0.0064297548992231154,0.31259199907271557,0.07245181591691553,0.05201418057422903,0.0064297548992231154
19,0.07585735143780518,0.059997071676669234,0.05375789286728031,0.03156563651399855,0.026420945652031794,0.020012594942189436,0.01155304157180912,0.01134228955730796,0.01493836176259269,0.003596072205284731,0.09042819019039322,0.03518558327968643,0.02792724789733623,0.02792724789733623,0.02092888818005699,0.02092888818005699,0.006998359717279242,0.32165708245669383,0.07673628738620561,0.0552426069107068,0.006998359717279242
