"i","Seed","R12","R15","R12R15","R12R23","R12R25","R15R52","R12R25R23","R12R15R23","R15R52R23","R12R15R54","R15R52R54","R12R15R23R34","R12R15R23R54","R12R25R23R34","R12R25R23R54","R15R52R23R54","R15R54","R12R23R34","R12R25R54","R15R52R23R34"
59,0.6057094337778167,0.1263909057683677,0.14205019482607076,0.0189850930786111,0.016359248344979354,0.011242022726632894,0.007743070351978205,0.001904957959754552,0.002575800432313137,0.0006708424725585855,0.004360561233861607,0.0017919899319826893,0.0004305472097285881,0.0004305472097285881,0.0003179709630122088,0.0003179709630122088,0.0001125762467163794,0.052155276249761164,0.003769842704518531,0.0025685713018789185,0.0001125762467163794
60,0.600584200107389,0.1272459968694463,0.14285707410055723,0.019405720091311966,0.016718548734738204,0.011494695404961293,0.007911024686350673,0.001977599742009223,0.0026737407168765277,0.0006961409748673049,0.0045504121646477175,0.0018694206355024713,0.0004563052140517195,0.0004563052140517195,0.0003370205426097543,0.0003370205426097543,0.00011928467144196525,0.05357577819802187,0.003933435187968325,0.0026809915291452473,0.00011928467144196525
61,0.595502333798788,0.12807139947048501,0.14362900214056815,0.019824501761041554,0.017076136240173134,0.011746428296785029,0.008078073464256527,0.002051249719976306,0.0027730229987780177,0.0007217732788017122,0.004744469365560837,0.001948530882365978,0.00048304262122048476,0.00048304262122048476,0.00035679654002984657,0.00035679654002984657,0.0001262460811906383,0.05500434893902744,0.004100620675315707,0.0027959384831948604,0.0001262460811906383
62,0.5904634678974137,0.12886762673486316,0.14436666842044074,0.020241296903808683,0.017431890966856007,0.01199713653723487,0.008244160366573815,0.002125877321194615,0.002873605501741576,0.0007477281805469605,0.0049427143831712525,0.0020293116170085434,0.000510772851208265,0.000510772851208265,0.00037730903722960963,0.00037730903722960963,0.00013346381397865543,0.05644063896043313,0.004271382037717438,0.002913402766162711,0.00013346381397865543
63,0.5854672385536663,0.12963518442769006,0.14507075106823494,0.02065596954287531,0.017785697584416057,0.012246738244959223,0.008409231297916089,0.0022014517606797506,0.002975446179448641,0.0007739944187688904,0.005145127352209339,0.0021117532206742814,0.0005395089062256807,0.0005395089062256807,0.0003985678104415558,0.0003985678104415558,0.00014094109578412502,0.05788430564463753,0.004445700947385998,0.0030333741315350595,0.00014094109578412502
64,0.5805132849966738,0.1303745710140606,0.14574191703891196,0.021068388783294284,0.018137445213480905,0.012495154452710468,0.008573234330583818,0.002277942075305672,0.0030785027621887647,0.000800560686883093,0.005351687047638092,0.0021958455336534423,0.0005692633680201672,0.0005692633680201672,0.0004205823280483533,0.0004205823280483533,0.00014868103997181393,0.05933501315531988,0.0046235579232301585,0.0031558415139846517,0.00014868103997181393
65,0.5756012495082403,0.13108627775606327,0.1463808222849672,0.021478428689002897,0.018487027314993194,0.012742309039300013,0.008736119649702884,0.002355317156774714,0.0031827328015730637,0.0008274156447983502,0.005562370935471035,0.0022815778769592803,0.0006000483956420548,0.0006000483956420548,0.00044336174880141,0.00044336174880141,0.00015668664684064486,0.060792432325709,0.004804932375364968,0.0032807930585117564,0.00015668664684064486
66,0.5707307773970167,0.13177078880855628,0.14698811192455416,0.021885968162424666,0.018834341581856956,0.012988128662897391,0.008897839499527275,0.0024335457832190305,0.0032880937133699275,0.0008545479301508976,0.005777155222361064,0.002368939073456309,0.0006318757236577854,0.0006318757236577854,0.00046691492036915716,0.00046691492036915716,0.00016496080328862837,0.06225624054855868,0.0049898026485148995,0.0034082161489047565,0.00016496080328862837
67,0.5659015169728882,0.13242858131372703,0.1475644204071351,0.022290890826532593,0.019179289832868786,0.013232542695649118,0.009058348130883473,0.0025125966494753266,0.003394542818520842,0.0008819461690455161,0.005996014903985311,0.0024579174684515818,0.0006647566607914848,0.0006647566607914848,0.0004912503782013475,0.0004912503782013475,0.00017350628259013735,0.06372612166780421,0.005178146064333469,0.00353809743553373,0.00017350628259013735
68,0.561113119521579,0.1330601254944498,0.1481103716766947,0.022693084909327966,0.01952177790888961,0.013475483159593472,0.009217601749734492,0.002592438396073628,0.003502037382392651,0.0009095989863190232,0.006218923812250637,0.0025485009497604166,0.0006987020889766931,0.0006987020889766931,0.0005163763446961007,0.0005163763446961007,0.0001823257442805925,0.06520176587187557,0.005369938962662157,0.003670422862490221,0.0001823257442805925
69,0.5563652392794733,0.13366588474645652,0.1486265793325513,0.023092443130689602,0.0198617155712137,0.013716884663847736,0.009375558466841865,0.002673039636979755,0.00361053465232107,0.0009374950153413151,0.006445854661343916,0.0026406769672577615,0.0007337224628006197,0.0007337224628006197,0.000542300728656837,0.000542300728656837,0.00019142173414378274,0.06668286958864252,0.005565156741751053,0.003805177694086156,0.00019142173414378274
70,0.551657533408647,0.13424631572933557,0.14911364678780084,0.023488862591549215,0.020199016402092422,0.013956684343044874,0.00953217824850434,0.002754368986130111,0.003719991893498809,0.0009656229073686982,0.006676779092650812,0.0027344325519261803,0.0007698278093238303,0.0007698278093238303,0.0005690311250266346,0.0005690311250266346,0.00020079668429719589,0.06816913538196802,0.0057637738974631895,0.003942346540724634,0.00020079668429719589
71,0.5469896619721123,0.13480186845637274,0.14957216742542692,0.023882244665349363,0.02053359770737089,0.014194821796996986,0.009687422868352375,0.0028363950827963746,0.0038303664232602203,0.0009939713404638459,0.006911667718566304,0.002829754334411224,0.0008070277282588185,0.0008070277282588185,0.0005965748148879357,0.0005965748148879357,0.00021045291337088286,0.06966027184984602,0.005965764061484114,0.004081913384155082,0.00021045291337088286
72,0.5423612879092713,0.1353329863832488,0.15000272475211146,0.024272494891741218,0.020865380421196573,0.014431239031563273,0.009841255860177943,0.0029190866158166685,0.003941615643812999,0.0010225290279963308,0.007150490165219798,0.0029266285630947476,0.0008453313924914207,0.0008453313924914207,0.0006249387657158994,0.0006249387657158994,0.00022039262677552132,0.07115599352410029,0.006171100038557823,0.004223861602125052,0.00022039262677552132
73,0.5377720770115775,0.1358401064956081,0.15040589254977854,0.02465952287248015,0.02119428901275954,0.014665880400700654,0.009993642471779496,0.0030024123467288066,0.004053697073466101,0.001051284726737294,0.00739321511413721,0.003025041121696527,0.0008847475489295506,0.0008847475489295506,0.0006541296318740661,0.0006541296318740661,0.00023061791705548463,0.07265602077162141,0.006379753842769789,0.004368173992440685,0.00023061791705548463
74,0.5332216978984026,0.13632365939551155,0.15078223502490432,0.025043242169477866,0.021520251395024923,0.014898692549675505,0.010144549619802361,0.0030863411318402655,0.004166568376401711,0.0010802272445614455,0.007639810342862012,0.003124977546414322,0.0009252845196642117,0.0009252845196642117,0.0006841537553413542,0.0006841537553413542,0.00024113076432285757,0.0741600796971192,0.0065916967328973845,0.0045148327964476915,0.00024113076432285757
75,0.5287098219931083,0.13678406938678855,0.1511323069556252,0.025423570204970544,0.021843198835418732,0.01512962435941541,0.010293945845555135,0.0031708419432685876,0.004280187391037815,0.0011093454477692285,0.00789024276455679,0.0032264230426123455,0.0009669502034282287,0.0009669502034282287,0.0007150171666597568,0.0007150171666597568,0.00025193303676847203,0.07566790204736824,0.006806899246847633,0.0046638197219444465,0.00025193303676847203
76,0.5242361234993205,0.1372217545593008,0.1514566538366762,0.025800428163763198,0.02216306586842903,0.015358626891980141,0.010441801271783058,0.003255883888985022,0.0043945121570266405,0.0011386282680416195,0.008144478466606495,0.003329362501067897,0.001009752077338607,0.001009752077338607,0.0007467255860924428,0.0007467255860924428,0.0002630264912461643,0.0771792251169245,0.007025331235201821,0.0048151159655386005,0.0002630264912461643
77,0.5198002793774031,0.13763712687213198,0.15175581202219035,0.026173740897511105,0.02247979021008505,0.015585653337131442,0.010588087560379664,0.003341436231893319,0.00450950094093302,0.0011680647090397025,0.008402482748244127,0.0034337805137857275,0.0010536971989088732,0.0010536971989088732,0.0007792844249822929,0.0007792844249822929,0.0002744127739265805,0.07869379165529126,0.0072469618938861115,0.004968702234458402,0.0002744127739265805
78,0.5154019693211328,0.13803059223571634,0.15203030886639077,0.026543436830999925,0.022793312674277626,0.01581065895998158,0.01073277787101835,0.0034274684079747264,0.004625112260635532,0.0011976438526608067,0.008664220157219238,0.003539661389389524,0.0010987922083182035,0.0010987922083182035,0.0008126987873012261,0.0008126987873012261,0.00028609342101697753,0.08021134977551317,0.007471759795986962,0.005124558767829716,0.00028609342101697753
79,0.5110408757345695,0.1384025505929194,0.15228066286220499,0.026909447870386762,0.023103577090884914,0.016033601049700908,0.010875846820685856,0.0035139500435293985,0.00474130490849208,0.0012273548649626824,0.008929654525529237,0.0036469891680997076,0.001145043330924559,0.001145043330924559,0.0008469734713809733,0.0008469734713809733,0.0002980698595435856,0.08173165286417708,0.007699692922729738,0.005282665357429532,0.0002980698595435856
80,0.5067166837091232,0.13875339599908368,0.15250738377783213,0.027271709313365103,0.023410530225668098,0.016254438869265125,0.011017270444099978,0.0036008509715435982,0.004858037973310456,0.001257187001766858,0.009198749004233104,0.0037557476363065663,0.0011924563800094798,0.0011924563800094798,0.0008821129718162673,0.0008821129718162673,0.00031034340819321245,0.08325445949279912,0.007930728693638587,0.005443001367926541,0.00031034340819321245
81,0.5024290810008152,0.13908351670105254,0.15271097279129228,0.027630159761217236,0.02371412170190238,0.016473133606223093,0.011157026154994143,0.003688141247211279,0.004975270861163299,0.0012871296139520209,0.009471466097366755,0.003865920340747566,0.0012410367597425844,0.0012410367597425844,0.0009181214815317033,0.0009181214815317033,0.00032291527821088104,0.08477953333057744,0.008164833995895269,0.005605545756619193,0.00032291527821088104
82,0.49817775800773134,0.13939329521518443,0.15289192262298718,0.027984741032718405,0.02401430392370927,0.01668964832446659,0.011295092708251816,0.0037757911626378434,0.005092963315085794,0.001317172152447951,0.009747767694978928,0.003977490602297507,0.0012907894683542175,0.0012907894683542175,0.0009550028940038161,0.0009550028940038161,0.00033578657435040125,0.08630664305849037,0.008401975212914293,0.005770277092681423,0.00033578657435040125
83,0.493962407747666,0.13968310840437034,0.15305071766630104,0.028335398079857552,0.024311032001056703,0.01690394791698354,0.011431450162874014,0.0038637712607531172,0.005211075433693368,0.0013473041729402512,0.010027615105306111,0.004090441529380025,0.0013417191015050755,0.0013417191015050755,0.0009927608056301946,0.0009927608056301946,0.00034895829587488076,0.08783556228472024,0.008642118252151386,0.005937173575926089,0.00034895829587488076
84,0.48978272583595495,0.13995332755406678,0.1531878341162697,0.02868207890534019,0.024604263676394275,0.017115999059576687,0.011566079845763506,0.003952052348459828,0.005329567688755644,0.0013775153402958162,0.010310969086104687,0.0042047560310087655,0.001393829855842009,0.001393829855842009,0.0010313985182377257,0.0010313985182377257,0.00036243133760428326,0.08936606946138324,0.008885228572161952,0.0061062130550959244,0.00036243133760428326
85,0.4856384104634969,0.14020431844735634,0.15330374009634634,0.029024734481839516,0.02489395925289137,0.017325770165529927,0.011698964316309592,0.004040605509043163,0.005448400941761879,0.0014077954327187175,0.01059778987515809,0.004320416829466401,0.0014471255327295656,0.0014471255327295656,0.001070919041722324,0.001070919041722324,0.0003762064910072414,0.09089794780254593,0.009131271208925894,0.006277373045691691,0.0003762064910072414
86,0.4815291623749596,0.14043644143904807,0.15339889578329055,0.02936331867296247,0.02518008152424663,0.01753323134120483,0.011830087331757642,0.004129402113866254,0.005567536459512144,0.001438134345645891,0.010888037219976485,0.004437406472629497,0.0015016095421471845,0.0015016095421471845,0.0011113250968127555,0.0011113250968127555,0.0003902844453344286,0.09243098520350938,0.009380210801454807,0.0064506307473469904,0.0003902844453344286
87,0.4774546848471715,0.14065005152882953,0.1534737535302089,0.029697788155898106,0.025462595706037757,0.017738354342550253,0.011959433813347858,0.004218413833375775,0.005686935928767536,0.0014685220953917614,0.01118167040670611,0.004555707345947073,0.001557284906742306,0.001557284906742306,0.001152619117951418,0.001152619117951418,0.0004046657887908875,0.09396497416134228,0.009632011616697272,0.006625963060759039,0.0004046657887908875
88,0.4734146836676954,0.14084549843348232,0.1535287579877729,0.03002810234571615,0.025741469368581276,0.0179411125325081,0.012086989813208058,0.004307612647441137,0.005806561469991802,0.0014989488225506655,0.01147864828826509,0.0046753016840805515,0.0016141542660299813,0.0016141542660299813,0.0011948032562851757,0.0011948032562851757,0.0004193510097448051,0.09549971169664437,0.00988663757375765,0.006803346604184541,0.0004193510097448051
89,0.4694088671135841,0.14102312665817257,0.15356434622364112,0.030354223321284228,0.026016672371272333,0.01814148083929875,0.012212742481985483,0.004396970855050125,0.005926375650215817,0.0015294047951656925,0.011778929311722251,0.004796171582212632,0.0016722198807298993,0.0016722198807298993,0.0012378793827595872,0.0012378793827595872,0.00043434049797031176,0.0970349992765221,0.010144052267443462,0.006982757729509622,0.00043434049797031176
90,0.4654369459303153,0.1411832755668282,0.1535809478401113,0.030676115752772824,0.026288176798375324,0.018339435715569844,0.012336680037202983,0.004486461083383191,0.006046341495055497,0.001559880411672306,0.012082471544935093,0.0049182990070324875,0.0017314836372320575,0.0017314836372320575,0.0012818490913100884,0.0012818490913100884,0.0004496345459219687,0.0985706427387585,0.010404218991156185,0.0071641725379026095,0.0004496345459219687
91,0.461498633310905,0.14132627945161386,0.1535789850900281,0.03099374683071755,0.026555956896236542,0.01853495509839239,0.012458791732325161,0.0045760562962879605,0.0061664224999128355,0.001590366203624875,0.01238923270246282,0.005041665807404517,0.0017919470521826125,0.0017919470521826125,0.0013267137021439205,0.0013267137021439205,0.0004652333500386917,0.1001064522171596,0.010667100759139937,0.007347566895058308,0.0004652333500386917
92,0.4575936448751974,0.14145246760151517,0.15355887299097187,0.03130708619660889,0.026819989011890668,0.01872801837008855,0.01257906782652034,0.004665729802174952,0.006286582640388955,0.0016208528382140033,0.012699170170769996,0.005166253724727769,0.001853611277181741,0.001853611277181741,0.0013724742651068,0.0013724742651068,0.00048113701207494047,0.10164224206805987,0.010932660328102303,0.0075329164460422315,0.00048113701207494047
93,0.4537216986493303,0.14156216437004313,0.15352101943775304,0.03161610587498008,0.0270802515330334,0.018918606319875606,0.012697499555104477,0.004755455261354864,0.00640678638193719,0.001651331120582325,0.013012241032736085,0.005292044402992972,0.0019164771035856305,0.0019164771035856305,0.0014191315631285496,0.0014191315631285496,0.0004973455404570805,0.10317783079796958,0.011200860218221208,0.007720196629743117,0.0004973455404570805
94,0.44988251504537446,0.14165568924206953,0.1534658253132368,0.031920780206964365,0.027336724829333057,0.01910670110631095,0.012814079100653417,0.004845206692837257,0.006526998688783457,0.001681791995946201,0.013328402091485886,0.005419019398544017,0.0019805449674050023,0.0019805449674050023,0.0014666861157420982,0.0014666861157420982,0.0005138588516629038,0.10471304099234711,0.011471662733551543,0.007909382692941874,0.0005138588516629038
95,0.4460758168411444,0.1417333568998045,0.15339368459752245,0.03222108578529327,0.02758939119505452,0.019292286220523185,0.01292879956477009,0.004934958480609843,0.006647185032140387,0.001712226551530544,0.01364760989355553,0.005547160189550551,0.002045814954292837,0.002045814954292837,0.0015151381826704708,0.0015151381826704708,0.0005306767716223658,0.10624769924547948,0.011745029981844873,0.008100449704004984,0.0005306767716223658
96,0.44230132916018083,0.14179547728792657,0.15330498447550087,0.03251700139070827,0.0278382347929693,0.019475346450214686,0.013041654940493584,0.005024685379417111,0.006767311397740894,0.0017426260183237836,0.013969820751408462,0.005676448185198252,0.002112286804614241,0.002112286804614241,0.0015644877674765693,0.0015644877674765693,0.0005477990371376713,0.10778163609145472,0.012020923893795419,0.008293372566210216,0.0005477990371376713
97,0.43855877945190236,0.14184235567787581,0.1532001054428139,0.0328085079297584,0.02808324159952611,0.01965586784442122,0.013152640085337182,0.005114362520056406,0.006887344292716181,0.0017729817726597759,0.014294990765315546,0.005806864734603188,0.0021799599185916498,0.0021799599185916498,0.0016147346212707404,0.0016147346212707404,0.0005652252973209091,0.10931468593620972,0.012299306241725112,0.008488126030712364,0.0005652252973209091
98,0.4348478974719247,0.14187429273132074,0.15307942141023867,0.03309558837395724,0.02832439935125672,0.019833837679014487,0.013261750694942752,0.005203965414209137,0.007007250751842403,0.0018032853376332664,0.01462307584461313,0.00593839113545656,0.0022488333615188114,0.0022488333615188114,0.0016658782464713045,0.0016658782464713045,0.0005829551150475069,0.11084668699063785,0.012580138657720372,0.008684684709156575,0.0005829551150475069
99,0.43116841526254684,0.1418915845628089,0.1529432998065196,0.03337822770027277,0.02856169749239238,0.020009244422933673,0.013368983277339088,0.005293469958824216,0.007126998343179531,0.0018335283843553148,0.014954031728352702,0.006071008642405988,0.0023189058690372354,0.0023189058690372354,0.001717917900613396,0.001717917900613396,0.0006009879684238396,0.11237748120474024,0.012863382651232939,0.00888302308594672,0.0006009879684238396
100,0.42752006713340224,0.14189452280161158,0.15279210167967086,0.033656412832924414,0.028795127123666553,0.020182077705132365,0.013474335127792041,0.005382852440070375,0.007246555173125279,0.001863702733054904,0.01528781400535543,0.006204698475179379,0.0023901758524690307,0.0023901758524690307,0.001770852600201638,0.001770852600201638,0.0006193232522673927,0.11390691420280542,0.013148999626156862,0.009083115530176057,0.0006193232522673927
101,0.4239025896422735,0.14188339465277253,0.15262618179677118,0.03393013258646193,0.02902468095228017,0.020352328282227418,0.013577804304234503,0.005472089536873517,0.007365889890906284,0.0018938003540327662,0.015624378133684674,0.0063394418264573,0.0024626414042002837,0.0024626414042002837,0.0018246811246023418,0.0018246811246023418,0.0006379602795979417,0.11543483521960211,0.013436950897393527,0.009284936307227381,0.0006379602795979417
