"i","Seed","R12","R15","R12R15","R12R23","R12R25","R15R52","R12R25R23","R12R15R23","R15R52R23","R12R15R54","R15R52R54","R12R15R23R34","R12R15R23R54","R12R25R23R34","R12R25R23R54","R15R52R23R54","R15R54","R12R23R34","R12R25R54","R15R52R23R34"
528,0.01125771745507558,0.011064709734713503,0.008894093699279706,0.007021940545411848,0.005853260627132536,0.004643840150048471,0.0023781003953633794,0.0031771966454243166,0.004088521382210513,0.000911324736786198,0.12933271388628823,0.04893077865051496,0.0484906031683098,0.0484906031683098,0.036713570874074196,0.036713570874074196,0.011777032294235662,0.378871341855677,0.10921011232705814,0.0804019352357733,0.011777032294235662
529,0.011162459845840324,0.01097892036776393,0.008821535083436293,0.006971281990411608,0.0058110298320205615,0.004611064913580122,0.002360217076831488,0.003156382782023181,0.00406137152605047,0.0009049887440272909,0.12940293329174235,0.0489545596544686,0.0485314883821319,0.0485314883821319,0.03674534284052844,0.03674534284052844,0.011786145541603524,0.3789602827926698,0.10926864493332947,0.08044837363727378,0.011786145541603524
530,0.011068008262529367,0.010893765501341968,0.008749552637710524,0.0069209522319481865,0.005769073936659038,0.0045784953411023,0.0023424568908458885,0.0031356805503906867,0.0040343706049215874,0.0008986900545309025,0.12947264611164647,0.04897816182523691,0.048572102097392406,0.048572102097392406,0.03677690666834867,0.03677690666834867,0.011795195429043797,0.37904849814350416,0.10932675523164967,0.08049448428640958,0.011795195429043797
531,0.01097435588492335,0.010809240833041169,0.008678142015840405,0.0068709496054155245,0.005727391531888097,0.004546130462656906,0.0023248191427586214,0.0031150896625439144,0.004007518200438427,0.0008924285378945139,0.12954185563396595,0.04900158639414537,0.04861244580344162,0.04861244580344162,0.03680826347385258,0.03680826347385258,0.011804182329589106,0.37913599366988127,0.10938444597101626,0.0805402692398206,0.011804182329589106
532,0.01088149595051246,0.010725342084418214,0.00860729890093367,0.006821272448142776,0.005685981210521835,0.004513969308493856,0.0023073031396489228,0.0030946098267126145,0.00398081388956303,0.0008862040628504167,0.1296105651300201,0.049024834585572954,0.04865252098544601,0.04865252098544601,0.036839414370478024,0.036839414370478024,0.01181310661496805,0.37922277509003965,0.10944171988633515,0.08058573054444718,0.01181310661496805
533,0.010789421754008124,0.010642065000935307,0.008537019005322964,0.006771919099503896,0.005644841567435228,0.004482010909147842,0.0022899081903560562,0.003074240747422571,0.003954257244714222,0.000880016497291653,0.12967877785450152,0.04904790761696944,0.04869232912434164,0.04869232912434164,0.03687036046874515,0.03687036046874515,0.011821968655596555,0.37930884807904897,0.10949857969844037,0.08063087023753211,0.011821968655596555
534,0.010698126646858824,0.01055940535190135,0.008467298070420787,0.006722887901025101,0.005603971199649318,0.004450254295513742,0.002272633605511361,0.003053982125577976,0.003927847833875574,0.0008738657082976002,0.12974649704549657,0.049070806698873,0.04873187169678878,0.04873187169678878,0.03690110287621938,0.03690110287621938,0.011830768820569472,0.3793942182691022,0.10955502811411473,0.08067569034662359,0.011830768820569472
535,0.010607604036770019,0.010477358930411957,0.008398131866574243,0.006674177196490237,0.00556336870641467,0.004418698498920707,0.002255478697569532,0.0030338336585428163,0.0039015852207020195,0.000867751562159205,0.12981372592450682,0.04909353303492812,0.04877115017512754,0.04877115017512754,0.03693164269747516,0.03693164269747516,0.011839507477652448,0.3794788912498064,0.10961106782611123,0.08072019288957873,0.011839507477652448
536,0.01051784738722812,0.010395921553288317,0.008329516192919603,0.006625785332044072,0.005523032689293152,0.0043873425512049365,0.0022384427808391375,0.003013795040221279,0.003875468964625146,0.0008616739244038685,0.1298804676964717,0.04911608782190381,0.04881016602733456,0.04881016602733456,0.03696198103406059,0.03696198103406059,0.01184818499327404,0.3795628725684721,0.10966670151317537,0.08076437987456793,0.01184818499327404
537,0.010428850217028498,0.010315089061014934,0.008261446877236704,0.006577710656293545,0.005482961752238041,0.0043561854847811565,0.0022215251715123896,0.0029938659611371886,0.003849498620957174,0.0008556326598199869,0.12994672554979214,0.049138472249712205,0.04884892071698081,0.04884892071698081,0.03699211898446281,0.03699211898446281,0.01185680173251808,0.3796461677304013,0.1097219318400683,0.08080825330007999,0.01185680173251808
538,0.010340606099807489,0.01023485731767628,0.008193919775803214,0.006529951520406999,0.005443154501672482,0.004325226332712822,0.0022047251876941773,0.0029740461085124774,0.003823673740993625,0.0008496276324811491,0.13001250265635508,0.04916068750142733,0.048887415703190384,0.048887415703190384,0.03702205764407418,0.03702205764407418,0.011865358059116279,0.37972878219917366,0.10977676145759069,0.0808518151549278,0.011865358059116279
539,0.010253108663578349,0.010155222210892392,0.008126930773248773,0.006482506278211421,0.005403609546566322,0.0042944641287810505,0.002188042149430371,0.0029543351663447004,0.003797993872114696,0.000843658705769997,0.13007780217155915,0.04918273475330427,0.04892565244060032,0.04892565244060032,0.0370517981051593,0.0370517981051593,0.011873854335441091,0.3798107213969316,0.10983119300260741,0.08089506741825493,0.011873854335441091
540,0.010166351590271147,0.010076179651753437,0.008060475782409036,0.006435373286287721,0.005364325498511346,0.004263897907552309,0.0021714753787354132,0.0029347328154835993,0.0037724585578853467,0.0008377257424017489,0.13014262723434125,0.04920461517479858,0.04896363237932147,0.04896363237932147,0.03708134145682275,0.03708134145682275,0.011882290922498791,0.3798919907046641,0.10988522909807306,0.08093801205954274,0.011882290922498791
541,0.010080328615276546,0.009997725574753254,0.007994550744179638,0.006388550904064068,0.005325300971794924,0.004233526704444869,0.0021550241996192003,0.0029152387337067266,0.003747067338154116,0.000831828604447391,0.13020698096720412,0.04922632992858593,0.04900135696490032,0.04900135696490032,0.037110688784977586,0.037110688784977586,0.01189066817992281,0.3799725954624882,0.10993887235305817,0.08098065103861826,0.01189066817992281
542,0.009995033526993437,0.00991985593772194,0.007929151627370092,0.006342037493907311,0.005286534583472108,0.0042033495557940405,0.0021386879381132713,0.0028958525957941328,0.0037218197491506707,0.0008259671533565391,0.13027086647624475,0.04924788017058212,0.049038827638281865,0.049038827638281865,0.037139841172314655,0.037139841172314655,0.011898986465967282,0.38005254096992996,0.10999212536277612,0.08102298630566271,0.011898986465967282
543,0.009910460166380416,0.009842566721757467,0.00786427442855765,0.0062958314212125145,0.005248024953436183,0.004173365498916203,0.0021224659222963123,0.0028765740736021272,0.003696715323582101,0.0008201412499799747,0.1303342868511838,0.049269267049963254,0.04907604583577337,0.04907604583577337,0.037168799698272595,0.037168799698272595,0.011907246137500847,0.3801318324862037,0.11004499070861085,0.08106501980122065,0.011907246137500847
544,0.009826602426511044,0.009765853931156376,0.007799915171941138,0.006249931054490634,0.005209770704487701,0.004143573572171651,0.002106357482318983,0.0028574028361361197,0.0036717535907279755,0.0008143507545918568,0.13039724516539594,0.049290491709186215,0.04911301298900919,0.04911301298900919,0.037197565439008616,0.037197565439008616,0.011915447550000647,0.38021047523048923,0.1100974709581452,0.08110675345620981,0.011915447550000647
545,0.009743454252132874,0.009689713593343568,0.007736069909194782,0.006204334765454345,0.005171770462402021,0.004113972815026265,0.0020903619504280806,0.002838338549622548,0.0036469340765341615,0.0008085955269116146,0.13045974447594086,0.049311555284009406,0.049149730524916474,0.049149730524916474,0.037226139467369974,0.037226139467369974,0.011923591057546565,0.38028847438220864,0.11014956866519009,0.08114818919193152,0.011923591057546565
546,0.00966100963923021,0.009614141758801225,0.007672734719322053,0.0061590409291020646,0.005134022855995372,0.004084562268112016,0.002074478660990049,0.0028193808775799018,0.0036222563037054236,0.0008028754261255227,0.13052178782359541,0.04933245890351369,0.04918619986568182,0.04918619986568182,0.0372545228528662,0.0372545228528662,0.011931677012815682,0.38036583508130056,0.1102012863698141,0.08118932892008178,0.011931677012815682
547,0.009579262634590571,0.009539134500996865,0.00760990570850953,0.006114047923800181,0.005096526517189455,0.00405534097328634,0.0020587069505138425,0.0028005294808888482,0.00359771979179681,0.0007971903109079625,0.13058337823288643,0.04935320369012359,0.049222422428718875,0.049222422428718875,0.037282716661642,0.037282716661642,0.011939705767076939,0.3804425624284938,0.11025262659837406,0.0812301745427629,0.011939705767076939
548,0.009498207335374804,0.009464687916310584,0.0075475790099808135,0.006069354131363521,0.005059280081074615,0.004026307973690368,0.002043046157673154,0.0027817840178614678,0.0035733240573038397,0.0007915400394423724,0.13064451871212443,0.04937379075962873,0.04925839962663684,0.04925839962663684,0.03731072195645089,0.03731072195645089,0.011947677670186018,0.3805186614855789,0.11030359186354596,0.08127072795249576,0.011947677670186018
549,0.009417837888690864,0.009390798123961479,0.007485750783850504,0.006024957937134065,0.005022282185971591,0.003997462313806047,0.002027495623328018,0.0027631441443096054,0.003549068613751496,0.0007859244694418908,0.13070521225343806,0.04939422122120546,0.04929413286720988,0.04929413286720988,0.0373385397966295,0.0373385397966295,0.011955593070580441,0.3805941372756787,0.1103541846643567,0.08131099103223267,0.011955593070580441
550,0.009338148491171172,0.009317461265933304,0.007424417216978247,0.005980857730057959,0.004985531473491872,0.003968803039512162,0.0020120546905457986,0.0027446095136123487,0.0035249529717820416,0.000780343458169693,0.1307654618328094,0.04941449617743874,0.04932962355334739,0.04932962355334739,0.0373661712380726,0.0373661712380726,0.01196345231527486,0.38066899478351723,0.11040440748621642,0.08135096565537074,0.01196345231527486
551,0.00925913338855357,0.009244673506899356,0.00736357452282288,0.005937051902760824,0.0049490265885966745,0.003940329198139257,0.001996722704621568,0.0027261797767826356,0.0035009766392416633,0.0007747968624590281,0.13082527041011,0.049434616724344196,0.04936487308306521,0.04936487308306521,0.03739361733320872,0.03739361733320872,0.011971255749856557,0.380743238955687,0.11045426280095134,0.08139065368576587,0.011971255749856557
552,0.00918078687526581,0.009172431034146633,0.007303218941296684,0.005893538851621388,0.00491276617965456,0.0039120398385235,0.0019814990130978902,0.0027078545825330014,0.0034771391212659562,0.0007692845387329555,0.1308846409291376,0.049454583951390414,0.04939988284945763,0.04939988284945763,0.037420879130976546,0.037420879130976546,0.011979003718481148,0.38081687470091524,0.11050375306683731,0.08143005697774726,0.011979003718481148
553,0.00910310329401356,0.00910073005749928,0.007243346738619758,0.005850316976843483,0.004876748898497717,0.0038839340110594692,0.0019663829657840153,0.002689633577340474,0.003453439920364259,0.0007638063430237858,0.1309435763176538,0.04947439894152139,0.04943465424067029,0.04943465424067029,0.037447957676801875,0.037447957676801875,0.011986696563868478,0.3808899068903282,0.11055288072863385,0.08146917737613249,0.011986696563868478
554,0.009026077035371907,0.009029566809241328,0.007183954207174528,0.005807384682526401,0.004840973400476918,0.003856010767751908,0.0019513739147744946,0.002671516405510621,0.0034298785365028503,0.0007583621309922301,0.13100207948742223,0.04949406277117923,0.049469188639873936,0.049469188639873936,0.03747485401257528,0.03747485401257528,0.011994334627298715,0.3809623403577144,0.11060164821761884,0.08150801671624308,0.011994334627298715
555,0.008949702537380299,0.008958937544038788,0.007125037665360416,0.005764740376733659,0.004805438344515176,0.003828269162266434,0.0019364712144672263,0.0026535027092407576,0.003406454467187015,0.000752951757946258,0.1310601533342475,0.04951357651032697,0.04950348742523896,0.04950348742523896,0.03750156917663039,0.03750156917663039,0.012001918248608637,0.3810341798997861,0.11065005795162361,0.0815465768239206,0.012001918248608637
556,0.008873974285140926,0.00888883853886108,0.0070665934574486635,0.005722382471560171,0.004770142393160117,0.0038007082499792334,0.0019216742215809387,0.002635592128682325,0.0033831672075419934,0.000747575078859669,0.13111780073801485,0.04953294122247164,0.04953755196991083,0.04953755196991083,0.037528104203722795,0.037528104203722795,0.0120094477661881,0.3811054302764397,0.11069811233506877,0.08158485951554326,0.0120094477661881
557,0.008798886810420504,0.008819266092901833,0.00700861795343734,0.005680309383197869,0.004735084212635087,0.0037733270880257485,0.001906982295172122,0.002617784302002442,0.0033600162503928215,0.0007422319483903803,0.13117502456273045,0.049552157964687454,0.04957138364198625,0.04957138364198625,0.03755446012500962,0.03755446012500962,0.012016923516976696,0.3811760962110142,0.11074581375900036,0.08162286659804305,0.012016923516976696
558,0.008724434691255407,0.008750216527499083,0.006951107548906542,0.005638519531999782,0.004700262472889011,0.0037461247353483686,0.001892394796651415,0.0026000788654446387,0.003337001086343071,0.0007369222208984333,0.13123182765656244,0.04957122778763918,0.04960498380449018,0.04960498380449018,0.03758063796802964,0.03758063796802964,0.012024345836460601,0.3812461823905486,0.11079316460112672,0.08166059986892331,0.012024345836460601
559,0.00865061255156017,0.008681686186054883,0.0068940586648738,0.005597011342542595,0.004665675847645023,0.00371910025274314,0.0018779110897994568,0.0025824754533887843,0.0033141212038525054,0.0007316457504637217,0.13128821285188244,0.04959015173560569,0.049638353815353614,0.049638353815353614,0.03760663875668409,0.03760663875668409,0.012031715058669585,0.38131569346603766,0.1108401672258556,0.0816980611162768,0.012031715058669585
560,0.008577415060739276,0.008613671433954346,0.00683746774764969,0.00555578324368772,0.00463132301444788,0.0036922527029055094,0.0018635305407822126,0.0025649736984102076,0.0032913760893136515,0.0007264023909034446,0.13134418296530787,0.04960893084650369,0.04967149502739214,0.04967149502739214,0.037632463511217976,0.037632463511217976,0.012039031516174222,0.3813846340526864,0.11088682398433206,0.08173525211880422,0.012039031516174222
561,0.008504836933302251,0.008546168658484133,0.006781331268693699,0.005514833668640885,0.004597202654710187,0.003665581150475108,0.0018492525181657787,0.002547573231338024,0.00326876522712731,0.0007211919957892868,0.13139974079774475,0.04962756615191151,0.049704408788285276,0.049704408788285276,0.03765811324820208,0.03765811324820208,0.012046295540083256,0.3814530087301629,0.11093313721447653,0.08177217464583328,0.012046295540083256
562,0.008432872928482002,0.008479174268750417,0.0067256457244703055,0.005474161055010273,0.004563313453757438,0.003639084662079595,0.0018350763929306795,0.002530273681312673,0.003246288099777002,0.00071601441846433,0.13145488913443115,0.049646058677093166,0.04973709644055655,0.04973709644055655,0.03768358898051546,0.03768358898051546,0.012053507460041149,0.38152082204284987,0.11097910924102364,0.08180883045733803,0.012053507460041149
563,0.008361517849856386,0.008412684695596336,0.00667040763630533,0.005433763844863227,0.0045296541008718995,0.003612762306377569,0.00182100153848566,0.002513074675842676,0.0032239441879023715,0.0007108695120596968,0.13150963074498126,0.049664409441022475,0.04976955932155432,0.04976955932155432,0.03770889171732859,0.03770889171732859,0.012060667604225792,0.3815880785000946,0.11102474237556122,0.08184522130395883,0.012060667604225792
564,0.008290766544972985,0.008346696391518955,0.006615613550242547,0.005393640484781544,0.00449622328933535,0.00358661315410056,0.0018070273306809857,0.0024959758408606165,0.0032017329703715467,0.0007057571295109312,0.1315639683834299,0.04968261945640733,0.049801798763433346,0.049801798763433346,0.03773402246408701,0.03773402246408701,0.012067776299346388,0.38165478257645763,0.11107003891656994,0.0818813489270226,0.012067776299346388
565,0.00822061390497706,0.008281205830585746,0.006561260036900565,0.005353789425915369,0.004463019716470689,0.0035606362780941144,0.0017931531478212561,0.002478976800778358,0.0031796539243524745,0.0007006771235741174,0.13161790478827773,0.04970068972971414,0.049833816093137064,0.049833816093137064,0.037758982222495616,0.037758982222495616,0.012074833870641498,0.38172093871196,0.1111150011494633,0.08191721505856361,0.012074833870641498
566,0.008151054864242639,0.008216209508350619,0.006507343691330004,0.0053142091240357256,0.004430042083682439,0.0035348307533579885,0.0017793783706777384,0.002462077178541497,0.0031577065253832375,0.0006956293468417413,0.1316714426825369,0.04971862126119236,0.04986561263238059,0.04986561263238059,0.0377837719905034,0.0377837719905034,0.012081840641877239,0.381786551312329,0.111159631346628,0.08195282142134455,0.012081840641877239
567,0.00808208440000674,0.008151703941769513,0.006453861132870966,0.0052748980395856855,0.004397289096496152,0.003509195657085454,0.0017657023825002323,0.002445276595683065,0.0031358902474413596,0.0006906136517582952,0.13172458477377724,0.04973641504489913,0.049897189697634424,0.049897189697634424,0.03780839276228882,0.03780839276228882,0.012088796935345656,0.38185162474924234,0.11120393176746482,0.08198816972887814,0.012088796935345656
568,0.008013697532006682,0.00808768566911556,0.006400809005010804,0.005235854637730207,0.00436475946459673,0.003483730068701737,0.0017521245690284707,0.002428574672376485,0.0031142045630121146,0.0006856298906356304,0.1317773337541731,0.049754072068724134,0.04992854860010884,0.04992854860010884,0.03783284552824565,0.03783284552824565,0.012095703071863239,0.38191616336057105,0.11124790465842978,0.08202326168544899,0.012095703071863239
569,0.007945889322120472,0.008024151249893854,0.0063481839752422215,0.0051970773884046605,0.004332451901865696,0.003458433069901596,0.0017386443185030652,0.0024119710274877865,0.003092648943155846,0.0006806779156680602,0.13182969230055042,0.04977159331441442,0.04995969064573896,0.04995969064573896,0.03785713127496942,0.03785713127496942,0.012102559370769594,0.3819801714506211,0.11129155225307574,0.082058098986136,0.012102559370769594
570,0.007878654874010222,0.007961097264755813,0.006295982734921694,0.005158564766362055,0.004300365126417404,0.0034333037446860515,0.0017252610216760037,0.0023954652786270913,0.0030712228575743047,0.0006757575789472143,0.13188166307443447,0.04978897975759945,0.04999061713517052,0.04999061713517052,0.037881250985244294,0.037881250985244294,0.012109366149926274,0.3820436532903735,0.1113348767720944,0.08209268331683502,0.012109366149926274
571,0.0078119893327685975,0.007898520315413188,0.0062442019991282224,0.005120315251218987,0.004268497860634227,0.00340834117939828,0.0017119740718207072,0.002379057042199371,0.00304992577467602,0.00067086873247665,0.13193324872209808,0.049806232367816214,0.050021329363746266,0.050021329363746266,0.03790520563803056,0.03790520563803056,0.012116123725715747,0.3821066131177227,0.11137788042335857,0.08212701635428188,0.012116123725715747
572,0.0077458878845682476,0.007836417024551708,0.006192838506522436,0.005082327327500336,0.0042368488312007225,0.0033835444627586834,0.001698782864741653,0.0023627459334544893,0.0030287571616407086,0.0006660112281862206,0.13198445187461028,0.04982335210853442,0.05005182862149302,0.05005182862149302,0.03792899620845256,0.03792899620845256,0.012122832413040513,0.38216905513771393,0.1114205654019649,0.08216109976607586,0.012122832413040513
573,0.007680345756314208,0.0077747840357443795,0.006141889019206052,0.005044599484682715,0.004205416769136802,0.003358912685899142,0.0016856867987835732,0.002346531566536529,0.003007716484482732,0.0006611849179462044,0.13203527514788527,0.049840339937181836,0.05008211619310943,0.05008211619310943,0.03795262366778711,0.03795262366778711,0.012129492525322376,0.3822309835227792,0.11146293389027691,0.08219493521070344,0.012129492525322376
574,0.007615358215299242,0.007713618013364468,0.006091350322581694,0.005007130217236701,0.004174200409829911,0.0033344449423964697,0.0016726852748402317,0.0023304135545324164,0.0029868032081136133,0.0006563896535811981,0.1320857211427321,0.04985719680516967,0.050112193357954256,0.050112193357954256,0.03797608898345247,0.03797608898345247,0.012136104374501838,0.38229240241297124,0.11150498805796828,0.08222852433756243,0.012136104374501838
575,0.007550920568862095,0.007652915642498161,0.006041219225213084,0.004969918024667863,0.004143198493066234,0.0033101403283050707,0.0016597776963627915,0.00231439150951985,0.002966016796403624,0.0006516252868837753,0.13213579244490445,0.049873923657918075,0.050142061390035395,0.050142061390035395,0.0379993931189978,0.0379993931189978,0.01214266827103765,0.38235331591619703,0.11154673006206658,0.0822618687869864,0.01214266827103765
576,0.007487028164048647,0.007592673628856947,0.005991492558685617,0.004932961411556598,0.004112409763060955,0.003285997942188822,0.0016469634693677758,0.0022984650426145325,0.0029453567122424452,0.0006468916696279137,0.1321854916251511,0.0498905214348817,0.050171721557999434,0.050171721557999434,0.038022537034092994,0.038022537034092994,0.012149184523906488,0.38241372810844915,0.11158816204699724,0.08229497019026945,0.012149184523906488
577,0.007423676387275926,0.0075328886986897005,0.005942167177467319,0.00489625888759681,0.004081832968487557,0.0032620168851521794,0.0016342420024446304,0.0022826337640167223,0.002924822417598916,0.0006421886535821943,0.1322348212392667,0.04990699106957538,0.05020117512512186,0.05020117512512186,0.03804552168451914,0.03804552168451914,0.012155653440602767,0.382473643034036,0.11162928614462786,0.08232783016969134,0.012155653440602767
578,0.007360860663998975,0.00747355759869451,0.005893239958770204,0.004859808967633425,0.004051466862506213,0.003238196260870529,0.0016216127067628955,0.002266897283057107,0.0029044133735798804,0.0006375160905227735,0.13228378382814265,0.049923333489599826,0.050230423349297844,0.050230423349297844,0.03806834802215931,0.03806834802215931,0.012162075327138588,0.38253306470581067,0.11167010447431273,0.08236045033854286,0.012162075327138588
579,0.007298576458380522,0.00741467709593025,0.005844707802412031,0.004823610171698779,0.004021310202791249,0.003214535175619786,0.0016090749960789926,0.002251255208242005,0.002884129040488137,0.0006328738322461325,0.132332381917819,0.04993954961666745,0.05025946748303364,0.05025946748303364,0.03809101699498988,0.03809101699498988,0.012168450488043816,0.3825919971053984,0.1117106191429378,0.08239283230115156,0.012168450488043816
580,0.007236819272963456,0.007356243977727912,0.005796567630678481,0.0047876610250478895,0.003991361751557713,0.003191032738305257,0.0015966282867426317,0.0022357071472979013,0.002863968877879506,0.0006282617305816048,0.13238061801953596,0.049955640366628244,0.050288308773438525,0.050288308773438525,0.0381135295470723,0.0381135295470723,0.012174779226366278,0.3826504441834225,0.11175083224496571,0.08242497765290775,0.012174779226366278
581,0.007175584648346073,0.007298255051601715,0.0057488163881857365,0.004751960058192621,0.003961620275587057,0.0031676880604897713,0.001584271997702849,0.0022202527072153286,0.0028439323446190143,0.0006236796374036859,0.13242849462978645,0.04997160664949567,0.05031694846221732,0.05031694846221732,0.03813588661854528,0.03813588661854528,0.012181061843672094,0.38270840985972926,0.11179074586248129,0.0824568879802908,0.012181061843672094
582,0.007114868162860067,0.00724070714516,0.0057014510417435025,0.004716505806934776,0.003932084546251948,0.003144500256421097,0.0015720055505136778,0.0022048914942920943,0.002824018898936221,0.0006191274046441264,0.13247601423036837,0.0499874493694727,0.05034538778566351,0.05034538778566351,0.038158089145617434,0.038158089145617434,0.012187298640046132,0.3827658980236111,0.11183036206523717,0.0824885648608957,0.012187298640046132
583,0.007054665432251251,0.007183597106015929,0.005654468580218447,0.004681296812398109,0.0039027533395402155,0.0031214684430586476,0.0015598283693394597,0.0021896231141758644,0.002804227998479677,0.0006146048843038123,0.1325231792884377,0.05000316942497784,0.050373627974652876,0.050373627974652876,0.03818013806056036,0.03818013806056036,0.012193489914092573,0.3828229125340285,0.11186968291069968,0.08252000986345992,0.012193489914092573
584,0.006994972109362972,0.0071269218016979915,0.005607866014398087,0.0046463316210592935,0.0038736254360779584,0.0030985917400994877,0.0015477398809598047,0.0021744471719061078,0.002784559100370541,0.0006101119284644334,0.1325699922565617,0.05001876770867123,0.050401670254637675,0.050401670254637675,0.03820203429170212,0.03820203429170212,0.01219963596293561,0.3828794572198307,0.11190871044409509,0.0825512245478905,0.01219963596293561
585,0.006935783883822208,0.007070678119560347,0.005561640376855113,0.00461160878477786,0.0038446996211518158,0.0030758692700036555,0.0015357395147742039,0.0021593632719554097,0.0027650116612553534,0.0006056483892999437,0.13261645557277227,0.05003424510748083,0.05042951584564138,0.05042951584564138,0.03822377876342118,0.03822377876342118,0.012205737082220254,0.3829355358799746,0.11194744669845587,0.0825822104652915,0.012205737082220254
586,0.006877096481728329,0.0070148629666929975,0.005515788721812167,0.004577126860825104,0.0038159746847304206,0.0030533001580188017,0.001523826702806301,0.002144371018270159,0.002745585137357975,0.0006012141190878159,0.13266257166062004,0.05004960250262857,0.05045716596225393,0.05045716596225393,0.03824537239614073,0.03824537239614073,0.012211793566113254,0.3829911522837431,0.11198589369466738,0.08261296915799154,0.012211793566113254
587,0.006818905665344474,0.0069594732698318165,0.005470308125007081,0.004542884411911995,0.0037874494214850452,0.003030883532204163,0.0015120008797078308,0.0021294700143106183,0.002726278984530709,0.000596808970220091,0.13270834292922828,0.05006484076965663,0.050484621813627506,0.050484621813627506,0.03826681610632343,0.03826681610632343,0.012217805707304132,0.38304631017096114,0.11202405344151468,0.08264350215957174,0.012217805707304132
588,0.0067612072327915594,0.006904505975268437,0.005425195683558572,0.004508880006216101,0.0037591226308094534,0.0030086185234538734,0.0015002614827622275,0.002114659863090377,0.002707092658304605,0.0005924327952142284,0.1327537717733474,0.05007996077845371,0.05051188460347281,0.05051188460347281,0.03828811080646654,0.03828811080646654,0.012223773797006333,0.3831010132522112,0.11206192793572954,0.08267381099489378,0.012223773797006333
589,0.006703997017744862,0.006849958048760017,0.005380448515832405,0.004475112217407538,0.0037309931168389714,0.0029865042655196268,0.0014886079518879112,0.0020999401672152037,0.0026880256139389584,0.000588085446723755,0.13279886057340956,0.05009496339328133,0.05053895553005586,0.05053895553005586,0.03830925740509744,0.03830925740509744,0.012229698124958475,0.38315526520904675,0.11209951916203764,0.08270389718012831,0.012229698124958475
590,0.006647270889133175,0.006795826475438887,0.005336063761308034,0.004441579624673957,0.003703059688468789,0.002964539895032699,0.0014770397296412574,0.0020853105289212943,0.0026690773064700136,0.0005837667775487194,0.13284361169558365,0.05010984947280021,0.050565835786195244,0.050565835786195244,0.038330256806769596,0.038330256806769596,0.012235578979425713,0.3832090696942051,0.11213682909320603,0.08273376222278352,0.012235578979425713
591,0.006591024750840509,0.006742108259722099,0.005292038580445721,0.0044082808127445935,0.0036753211593715035,0.0029427245515253383,0.0014655562612192546,0.002070770550112928,0.0026502471907588793,0.0005794766406459513,0.13288802749183037,0.05012461987009662,0.05059252655925994,0.05059252655925994,0.03835110991205881,0.03835110991205881,0.0122414166472012,0.38326243033181817,0.11217385969009072,0.08276340762173384,0.0122414166472012
592,0.00653525454141032,0.006688800425220882,0.005248370154554129,0.0043752143719133895,0.003647776348013922,0.0029210573774515317,0.0014541569944618571,0.0020563198323995343,0.002631534721538663,0.0005752148891391285,0.13293211029995783,0.05013927543270882,0.05061902903116753,0.05061902903116753,0.03837181761755994,0.03837181761755994,0.01224721141360766,0.3833153507176226,0.11221061290168444,0.0827928348672491,0.01224721141360766
593,0.006479956233752233,0.006635900014650011,0.005205055685658418,0.0043423788980612,0.0036204240776731276,0.002899537518207162,0.0014428413798540376,0.0020419579771321812,0.0026129393534608364,0.0005709813763286552,0.13297586244367696,0.050153817002653436,0.05064534437838292,0.05064534437838292,0.03839238081588394,0.03839238081588394,0.012252963562499051,0.38336783441916816,0.11224709066516457,0.08282204544102362,0.012252963562499051
594,0.006425125834851253,0.006583404089737116,0.005162092396368826,0.004309772992677099,0.0035932631764518256,0.0028781641221495543,0.001431608870527544,0.002027684585439484,0.002594460541140836,0.0005667759557013523,0.13301928623265757,0.05016824541645198,0.050671473771917525,0.050671473771917525,0.03841280039565526,0.03841280039565526,0.012258673376262338,0.3834198849760247,0.1122832949059413,0.08285104081620569,0.012258673376262338
595,0.006370759385479434,0.006531309731131919,0.005119477529749745,0.0042773952628788045,0.0035662924772929807,0.002856936340616435,0.0014204589222623683,0.002013499258262948,0.002576097739202911,0.000562598480939963,0.13306238396258435,0.05018256150515725,0.05069741837732893,0.05069741837732893,0.038433077241509656,0.038433077241509656,0.012264341135819352,0.38347150589998835,0.11231922753770582,0.08287982245742719,0.012264341135819352
596,0.006316852959909993,0.006479614038315429,0.005077208349189307,0.0042452443214322285,0.0035395108179937574,0.0028358533279442947,0.0014093909934879323,0.001999401596391748,0.0025578504023242234,0.0005584488059324755,0.13310515791521313,0.050196766094379876,0.05072317935472096,0.05072317935472096,0.03845321223409229,0.03845321223409229,0.012269967120628751,0.3835227006752859,0.11235489046247875,0.08290839182083334,0.012269967120628751
597,0.006263402665633831,0.006428314129509095,0.0050352821382694726,0.004213318786770175,0.003512917041218772,0.0028149142414861817,0.001398404545283992,0.001985391200496947,0.0025397179852782127,0.0005543267847812656,0.13314761035842745,0.05021086000431475,0.050748757858744206,0.050748757858744206,0.03847320625005621,0.03847320625005621,0.012275551608688077,0.3835734727587778,0.11239028557065868,0.08293675035411278,0.012275551608688077
598,0.006210404643078468,0.006377407141583927,0.004993696200636625,0.004181617283010191,0.003486509994512671,0.002794118241628919,0.0013874990413812712,0.0019714676711651683,0.0025216999429772285,0.0005502322718120603,0.13318974354629515,0.05022484404976759,0.05077415503859699,0.05077415503859699,0.03849306016206118,0.03849306016206118,0.012281094876535888,0.3836238255801605,0.11242541474107087,0.08296489949652765,0.012281094876535888
